	S0	S1	S2	S3	label
671	1	0.49	0.18	0.33	0.02
672	1	0.2	0.15	0.65	0.6
673	1	0.44	0.15	0.41	0.12
674	1	0.65	0.54	-0.19	-0.3
675	1	0.67	0.16	0.17	-0.34
676	1	0.3	0.3	0.4	0.4
677	1	0.88	0.75	-0.63	-0.76
678	1	0.18	0.18	0.64	0.64
679	1	0.05	0.02	0.93	0.9
680	1	0.32	0.04	0.64	0.36
681	1	0.43	0.26	0.31	0.14
682	1	0.09	0.0	0.91	0.82
683	1	0.78	0.77	-0.55	-0.56
684	1	0.82	0.39	-0.21	-0.64
685	1	0.94	0.78	-0.72	-0.88
686	1	0.87	0.15	-0.02	-0.74
687	1	0.2	0.16	0.64	0.6
688	1	0.04	0.03	0.93	0.92
689	1	0.02	0.01	0.97	0.96
690	1	0.16	0.03	0.81	0.68
691	1	0.54	0.48	-0.02	-0.08
692	1	0.81	0.77	-0.58	-0.62
693	1	0.71	0.71	-0.42	-0.42
694	1	0.84	0.53	-0.37	-0.68
695	1	0.95	0.66	-0.61	-0.9
696	1	0.39	0.31	0.3	0.22
697	1	0.01	0.0	0.99	0.98
698	1	0.37	0.27	0.36	0.26
699	1	0.53	0.31	0.16	-0.06
700	1	0.88	0.41	-0.29	-0.76
701	1	0.35	0.01	0.64	0.3
702	1	0.04	0.01	0.95	0.92
703	1	0.7	0.29	0.01	-0.4
704	1	0.29	0.06	0.65	0.42
705	1	0.48	0.1	0.42	0.04
706	1	0.58	0.41	0.01	-0.16
707	1	0.02	0.02	0.96	0.96
708	1	0.49	0.45	0.06	0.02
709	1	0.01	0.0	0.99	0.98
710	1	0.49	0.28	0.23	0.02
711	1	0.17	0.14	0.69	0.66
712	1	0.1	0.06	0.84	0.8
713	1	0.63	0.25	0.12	-0.26
714	1	0.27	0.2	0.53	0.46
715	1	0.13	0.01	0.86	0.74
716	1	0.63	0.43	-0.06	-0.26
717	1	0.9	0.57	-0.47	-0.8
718	1	0.51	0.29	0.2	-0.02
719	1	0.74	0.57	-0.31	-0.48
720	1	0.68	0.44	-0.12	-0.36
721	1	0.58	0.11	0.31	-0.16
722	1	0.21	0.07	0.72	0.58
723	1	0.23	0.06	0.71	0.54
724	1	0.9	0.08	0.02	-0.8
725	1	0.56	0.38	0.06	-0.12
726	1	0.13	0.02	0.85	0.74
727	1	1.0	0.38	-0.38	-1.0
728	1	0.02	0.01	0.97	0.96
729	1	0.19	0.06	0.75	0.62
730	1	0.34	0.26	0.4	0.32
731	1	0.17	0.08	0.75	0.66
732	1	0.09	0.06	0.85	0.82
733	1	0.17	0.02	0.81	0.66
734	1	0.52	0.31	0.17	-0.04
735	1	0.06	0.05	0.89	0.88
736	1	0.19	0.0	0.81	0.62
737	1	0.05	0.02	0.93	0.9
738	1	0.53	0.2	0.27	-0.06
739	1	0.63	0.29	0.08	-0.26
740	1	0.86	0.14	0.0	-0.72
741	1	0.1	0.02	0.88	0.8
742	1	0.68	0.35	-0.03	-0.36
743	1	0.05	0.0	0.95	0.9
744	1	0.35	0.08	0.57	0.3
745	1	0.52	0.24	0.24	-0.04
746	1	0.78	0.69	-0.47	-0.56
747	1	0.47	0.18	0.35	0.06
748	1	0.2	0.12	0.68	0.6
749	1	0.55	0.31	0.14	-0.1
750	1	0.43	0.33	0.24	0.14
751	1	0.16	0.11	0.73	0.68
752	1	0.59	0.32	0.09	-0.18
753	1	0.19	0.13	0.68	0.62
754	1	0.99	0.52	-0.51	-0.98
755	1	0.4	0.38	0.22	0.2
756	1	0.28	0.17	0.55	0.44
757	1	0.57	0.49	-0.06	-0.14
758	1	0.91	0.83	-0.74	-0.82
759	1	0.8	0.21	-0.01	-0.6
760	1	0.14	0.0	0.86	0.72
761	1	0.72	0.64	-0.36	-0.44
762	1	0.86	0.47	-0.33	-0.72
763	1	0.58	0.08	0.34	-0.16
764	1	0.44	0.12	0.44	0.12
765	1	0.66	0.65	-0.31	-0.32
766	1	0.24	0.17	0.59	0.52
767	1	0.46	0.38	0.16	0.08
768	1	0.51	0.4	0.09	-0.02
769	1	0.68	0.23	0.09	-0.36
770	1	0.55	0.29	0.16	-0.1
771	1	0.56	0.03	0.41	-0.12
772	1	0.03	0.01	0.96	0.94
773	1	0.79	0.3	-0.09	-0.58
774	1	0.04	0.0	0.96	0.92
775	1	0.39	0.28	0.33	0.22
776	1	0.2	0.15	0.65	0.6
777	1	0.7	0.46	-0.16	-0.4
778	1	0.92	0.19	-0.11	-0.84
779	1	0.98	0.66	-0.64	-0.96
780	1	0.37	0.0	0.63	0.26
781	1	0.34	0.01	0.65	0.32
782	1	0.61	0.26	0.13	-0.22
783	1	0.08	0.04	0.88	0.84
784	1	0.05	0.03	0.92	0.9
785	1	0.74	0.17	0.09	-0.48
786	1	0.35	0.02	0.63	0.3
787	1	0.01	0.0	0.99	0.98
788	1	0.51	0.39	0.1	-0.02
789	1	0.66	0.57	-0.23	-0.32
790	1	0.04	0.0	0.96	0.92
791	1	0.21	0.05	0.74	0.58
792	1	0.46	0.12	0.42	0.08
793	1	0.09	0.09	0.82	0.82
794	1	0.94	0.55	-0.49	-0.88
795	1	0.08	0.04	0.88	0.84
796	1	0.15	0.12	0.73	0.7
797	1	0.74	0.66	-0.4	-0.48
798	1	0.91	0.74	-0.65	-0.82
799	1	0.33	0.11	0.56	0.34
800	1	0.75	0.4	-0.15	-0.5
801	1	0.24	0.19	0.57	0.52
802	1	0.87	0.67	-0.54	-0.74
803	1	0.99	0.85	-0.84	-0.98
804	1	0.98	0.61	-0.59	-0.96
805	1	0.45	0.29	0.26	0.1
806	1	0.85	0.71	-0.56	-0.7
807	1	0.69	0.3	0.01	-0.38
808	1	0.19	0.08	0.73	0.62
809	1	0.6	0.59	-0.19	-0.2
810	1	0.23	0.07	0.7	0.54
811	1	0.66	0.32	0.02	-0.32
812	1	0.25	0.18	0.57	0.5
813	1	0.04	0.04	0.92	0.92
814	1	0.31	0.12	0.57	0.38
815	1	0.37	0.16	0.47	0.26
816	1	0.59	0.17	0.24	-0.18
817	1	0.07	0.01	0.92	0.86
818	1	0.84	0.67	-0.51	-0.68
819	1	0.04	0.0	0.96	0.92
820	1	0.38	0.21	0.41	0.24
821	1	0.29	0.18	0.53	0.42
822	1	0.47	0.05	0.48	0.06
823	1	0.09	0.06	0.85	0.82
824	1	0.45	0.14	0.41	0.1
825	1	0.99	0.73	-0.72	-0.98
826	1	0.53	0.22	0.25	-0.06
827	1	0.49	0.09	0.42	0.02
828	1	0.18	0.15	0.67	0.64
829	1	0.85	0.46	-0.31	-0.7
830	1	0.14	0.08	0.78	0.72
831	1	0.25	0.07	0.68	0.5
832	1	0.0	0.0	1.0	1.0
833	1	0.31	0.14	0.55	0.38
834	1	0.76	0.72	-0.48	-0.52
835	1	0.71	0.14	0.15	-0.42
836	1	0.62	0.35	0.03	-0.24
837	1	0.4	0.11	0.49	0.2
838	1	0.6	0.58	-0.18	-0.2
839	1	0.82	0.32	-0.14	-0.64
840	1	0.14	0.01	0.85	0.72
841	1	0.99	0.29	-0.28	-0.98
842	1	0.39	0.06	0.55	0.22
843	1	0.99	0.68	-0.67	-0.98
844	1	0.34	0.24	0.42	0.32
845	1	0.77	0.42	-0.19	-0.54
846	1	0.1	0.1	0.8	0.8
847	1	0.25	0.16	0.59	0.5
848	1	0.19	0.05	0.76	0.62
849	1	0.13	0.0	0.87	0.74
850	1	0.17	0.12	0.71	0.66
851	1	0.03	0.03	0.94	0.94
852	1	0.41	0.02	0.57	0.18
853	1	0.04	0.02	0.94	0.92
854	1	0.68	0.63	-0.31	-0.36
855	1	0.99	0.61	-0.6	-0.98
856	1	1.0	0.46	-0.46	-1.0
857	1	0.6	0.43	-0.03	-0.2
858	1	0.49	0.26	0.25	0.02
859	1	0.99	0.3	-0.29	-0.98
860	1	0.2	0.0	0.8	0.6
861	1	0.53	0.44	0.03	-0.06
862	1	0.24	0.2	0.56	0.52
863	1	0.57	0.36	0.07	-0.14
864	1	0.18	0.13	0.69	0.64
865	1	0.24	0.19	0.57	0.52
866	1	0.85	0.69	-0.54	-0.7
867	1	0.32	0.14	0.54	0.36
868	1	0.98	0.57	-0.55	-0.96
869	1	0.83	0.1	0.07	-0.66
870	1	0.53	0.18	0.29	-0.06
871	1	0.94	0.79	-0.73	-0.88
872	1	0.48	0.12	0.4	0.04
873	1	0.38	0.29	0.33	0.24
874	1	0.89	0.63	-0.52	-0.78
875	1	0.73	0.47	-0.2	-0.46
876	1	0.6	0.34	0.06	-0.2
877	1	0.93	0.18	-0.11	-0.86
878	1	0.49	0.27	0.24	0.02
879	1	0.35	0.33	0.32	0.3
880	1	0.52	0.23	0.25	-0.04
881	1	0.86	0.74	-0.6	-0.72
882	1	0.14	0.06	0.8	0.72
883	1	0.24	0.01	0.75	0.52
884	1	0.73	0.23	0.04	-0.46
885	1	0.84	0.78	-0.62	-0.68
886	1	0.07	0.06	0.87	0.86
887	1	0.77	0.19	0.04	-0.54
888	1	0.77	0.53	-0.3	-0.54
889	1	0.77	0.71	-0.48	-0.54
890	1	0.43	0.22	0.35	0.14
891	1	0.04	0.03	0.93	0.92
892	1	0.9	0.32	-0.22	-0.8
893	1	0.89	0.56	-0.45	-0.78
894	1	0.78	0.02	0.2	-0.56
895	1	0.52	0.2	0.28	-0.04
896	1	0.52	0.33	0.15	-0.04
897	1	0.71	0.21	0.08	-0.42
898	1	0.23	0.12	0.65	0.54
899	1	0.98	0.62	-0.6	-0.96
900	1	0.64	0.29	0.07	-0.28
901	1	0.64	0.56	-0.2	-0.28
902	1	0.34	0.11	0.55	0.32
903	1	0.14	0.13	0.73	0.72
904	1	0.2	0.09	0.71	0.6
905	1	0.44	0.19	0.37	0.12
906	1	0.61	0.12	0.27	-0.22
907	1	0.28	0.23	0.49	0.44
908	1	0.85	0.13	0.02	-0.7
909	1	0.08	0.02	0.9	0.84
910	1	0.68	0.13	0.19	-0.36
911	1	0.64	0.58	-0.22	-0.28
912	1	0.98	0.54	-0.52	-0.96
913	1	0.48	0.11	0.41	0.04
914	1	0.41	0.02	0.57	0.18
915	1	0.03	0.03	0.94	0.94
916	1	0.49	0.09	0.42	0.02
917	1	0.36	0.09	0.55	0.28
918	1	0.84	0.07	0.09	-0.68
919	1	0.58	0.26	0.16	-0.16
920	1	0.02	0.0	0.98	0.96
921	1	0.3	0.13	0.57	0.4
922	1	0.53	0.16	0.31	-0.06
923	1	0.35	0.21	0.44	0.3
924	1	0.82	0.57	-0.39	-0.64
925	1	0.71	0.46	-0.17	-0.42
926	1	0.16	0.08	0.76	0.68
927	1	0.74	0.62	-0.36	-0.48
928	1	0.51	0.39	0.1	-0.02
929	1	0.19	0.11	0.7	0.62
930	1	0.88	0.45	-0.33	-0.76
931	1	0.38	0.33	0.29	0.24
932	1	0.81	0.56	-0.37	-0.62
933	1	0.46	0.42	0.12	0.08
934	1	0.03	0.0	0.97	0.94
935	1	0.81	0.03	0.16	-0.62
936	1	0.62	0.48	-0.1	-0.24
937	1	0.94	0.32	-0.26	-0.88
938	1	0.56	0.28	0.16	-0.12
939	1	0.17	0.1	0.73	0.66
940	1	0.61	0.18	0.21	-0.22
941	1	0.46	0.37	0.17	0.08
942	1	0.9	0.81	-0.71	-0.8
943	1	0.46	0.46	0.08	0.08
944	1	0.29	0.19	0.52	0.42
945	1	0.64	0.15	0.21	-0.28
946	1	0.11	0.06	0.83	0.78
947	1	0.76	0.09	0.15	-0.52
948	1	0.3	0.17	0.53	0.4
949	1	0.24	0.12	0.64	0.52
950	1	0.64	0.32	0.04	-0.28
951	1	0.89	0.29	-0.18	-0.78
952	1	0.72	0.1	0.18	-0.44
953	1	0.97	0.61	-0.58	-0.94
954	1	0.93	0.74	-0.67	-0.86
955	1	0.88	0.29	-0.17	-0.76
956	1	0.28	0.13	0.59	0.44
957	1	0.4	0.33	0.27	0.2
958	1	0.79	0.38	-0.17	-0.58
959	1	0.21	0.08	0.71	0.58
960	1	0.3	0.09	0.61	0.4
961	1	0.74	0.5	-0.24	-0.48
962	1	0.52	0.44	0.04	-0.04
963	1	0.3	0.14	0.56	0.4
964	1	0.07	0.05	0.88	0.86
965	1	0.97	0.83	-0.8	-0.94
966	1	0.43	0.34	0.23	0.14
967	1	0.84	0.26	-0.1	-0.68
968	1	0.97	0.01	0.02	-0.94
969	1	0.27	0.17	0.56	0.46
970	1	0.75	0.01	0.24	-0.5
971	1	0.24	0.24	0.52	0.52
972	1	0.04	0.0	0.96	0.92
973	1	0.52	0.49	-0.01	-0.04
974	1	0.14	0.07	0.79	0.72
975	1	0.64	0.3	0.06	-0.28
976	1	0.89	0.66	-0.55	-0.78
977	1	0.01	0.0	0.99	0.98
978	1	0.81	0.21	-0.02	-0.62
979	1	0.65	0.61	-0.26	-0.3
980	1	0.34	0.07	0.59	0.32
981	1	0.41	0.18	0.41	0.18
982	1	0.61	0.21	0.18	-0.22
983	1	0.25	0.09	0.66	0.5
984	1	0.45	0.11	0.44	0.1
985	1	0.96	0.66	-0.62	-0.92
986	1	0.17	0.07	0.76	0.66
987	1	0.66	0.5	-0.16	-0.32
988	1	1.0	0.29	-0.29	-1.0
989	1	0.06	0.02	0.92	0.88
990	1	0.78	0.72	-0.5	-0.56
991	1	0.51	0.09	0.4	-0.02
992	1	0.75	0.66	-0.41	-0.5
993	1	0.92	0.64	-0.56	-0.84
994	1	0.25	0.05	0.7	0.5
995	1	0.95	0.21	-0.16	-0.9
996	1	0.83	0.53	-0.36	-0.66
997	1	0.74	0.16	0.1	-0.48
998	1	0.87	0.79	-0.66	-0.74
999	1	0.21	0.06	0.73	0.58
1000	1	0.66	0.02	0.32	-0.32
1001	1	0.96	0.3	-0.26	-0.92
1002	1	0.18	0.0	0.82	0.64
1003	1	0.31	0.29	0.4	0.38
1004	1	0.79	0.39	-0.18	-0.58
1005	1	0.73	0.08	0.19	-0.46
1006	1	0.23	0.05	0.72	0.54
1007	1	0.57	0.37	0.06	-0.14
1008	1	0.27	0.2	0.53	0.46
1009	1	0.27	0.13	0.6	0.46
1010	1	0.52	0.22	0.26	-0.04
1011	1	0.09	0.03	0.88	0.82
1012	1	0.27	0.25	0.48	0.46
1013	1	0.81	0.6	-0.41	-0.62
1014	1	0.79	0.62	-0.41	-0.58
1015	1	0.34	0.25	0.41	0.32
1016	1	0.69	0.61	-0.3	-0.38
1017	1	0.18	0.09	0.73	0.64
1018	1	0.44	0.22	0.34	0.12
1019	1	0.14	0.04	0.82	0.72
1020	1	0.84	0.23	-0.07	-0.68
1021	1	0.66	0.62	-0.28	-0.32
1022	1	0.3	0.09	0.61	0.4
1023	1	0.0	0.0	1.0	1.0
1024	1	0.36	0.11	0.53	0.28
1025	1	0.86	0.03	0.11	-0.72
1026	1	0.57	0.55	-0.12	-0.14
1027	1	0.73	0.0	0.27	-0.46
1028	1	0.52	0.31	0.17	-0.04
1029	1	0.16	0.06	0.78	0.68
1030	1	0.24	0.19	0.57	0.52
1031	1	0.5	0.04	0.46	0.0
1032	1	0.27	0.19	0.54	0.46
1033	1	0.53	0.34	0.13	-0.06
1034	1	0.39	0.11	0.5	0.22
1035	1	0.05	0.03	0.92	0.9
1036	1	0.26	0.23	0.51	0.48
1037	1	0.55	0.49	-0.04	-0.1
1038	1	0.59	0.12	0.29	-0.18
1039	1	0.65	0.08	0.27	-0.3
1040	1	0.67	0.01	0.32	-0.34
1041	1	0.5	0.31	0.19	0.0
1042	1	0.49	0.25	0.26	0.02
1043	1	0.37	0.05	0.58	0.26
1044	1	0.51	0.45	0.04	-0.02
1045	1	0.74	0.49	-0.23	-0.48
1046	1	0.57	0.56	-0.13	-0.14
1047	1	0.39	0.19	0.42	0.22
1048	1	0.17	0.03	0.8	0.66
1049	1	0.57	0.29	0.14	-0.14
1050	1	0.12	0.11	0.77	0.76
1051	1	0.43	0.28	0.29	0.14
1052	1	0.63	0.04	0.33	-0.26
1053	1	0.99	0.49	-0.48	-0.98
1054	1	0.95	0.9	-0.85	-0.9
1055	1	0.1	0.09	0.81	0.8
1056	1	0.08	0.04	0.88	0.84
1057	1	0.42	0.41	0.17	0.16
1058	1	0.81	0.19	0.0	-0.62
1059	1	0.93	0.59	-0.52	-0.86
1060	1	0.38	0.24	0.38	0.24
1061	1	0.57	0.06	0.37	-0.14
1062	1	0.14	0.03	0.83	0.72
1063	1	0.84	0.37	-0.21	-0.68
1064	1	0.23	0.19	0.58	0.54
1065	1	0.76	0.53	-0.29	-0.52
1066	1	0.68	0.39	-0.07	-0.36
1067	1	0.7	0.22	0.08	-0.4
1068	1	0.31	0.21	0.48	0.38
1069	1	0.9	0.7	-0.6	-0.8
1070	1	0.46	0.13	0.41	0.08
1071	1	0.22	0.04	0.74	0.56
1072	1	0.0	0.0	1.0	1.0
1073	1	0.35	0.14	0.51	0.3
1074	1	0.08	0.02	0.9	0.84
1075	1	0.64	0.64	-0.28	-0.28
1076	1	0.28	0.07	0.65	0.44
1077	1	0.9	0.73	-0.63	-0.8
1078	1	0.74	0.14	0.12	-0.48
1079	1	0.97	0.76	-0.73	-0.94
1080	1	0.09	0.07	0.84	0.82
1081	1	0.69	0.46	-0.15	-0.38
1082	1	0.75	0.04	0.21	-0.5
1083	1	0.11	0.04	0.85	0.78
1084	1	0.29	0.22	0.49	0.42
1085	1	0.44	0.2	0.36	0.12
1086	1	0.73	0.7	-0.43	-0.46
1087	1	0.6	0.29	0.11	-0.2
1088	1	0.0	0.0	1.0	1.0
1089	1	0.07	0.04	0.89	0.86
1090	1	0.98	0.31	-0.29	-0.96
1091	1	0.77	0.16	0.07	-0.54
1092	1	0.88	0.25	-0.13	-0.76
1093	1	0.64	0.58	-0.22	-0.28
1094	1	0.51	0.25	0.24	-0.02
1095	1	0.54	0.05	0.41	-0.08
1096	1	0.63	0.58	-0.21	-0.26
1097	1	0.52	0.11	0.37	-0.04
1098	1	0.2	0.1	0.7	0.6
1099	1	0.61	0.56	-0.17	-0.22
1100	1	0.26	0.2	0.54	0.48
1101	1	0.34	0.19	0.47	0.32
1102	1	0.55	0.37	0.08	-0.1
1103	1	0.62	0.24	0.14	-0.24
1104	1	0.37	0.37	0.26	0.26
1105	1	0.82	0.09	0.09	-0.64
1106	1	0.73	0.59	-0.32	-0.46
1107	1	0.24	0.02	0.74	0.52
1108	1	0.71	0.52	-0.23	-0.42
1109	1	0.38	0.12	0.5	0.24
1110	1	0.93	0.04	0.03	-0.86
1111	1	0.45	0.01	0.54	0.1
1112	1	0.89	0.21	-0.1	-0.78
1113	1	0.74	0.62	-0.36	-0.48
1114	1	0.21	0.12	0.67	0.58
1115	1	0.93	0.54	-0.47	-0.86
1116	1	0.35	0.27	0.38	0.3
1117	1	0.67	0.22	0.11	-0.34
1118	1	0.99	0.25	-0.24	-0.98
1119	1	0.65	0.19	0.16	-0.3
1120	1	0.48	0.09	0.43	0.04
1121	1	0.24	0.04	0.72	0.52
1122	1	0.39	0.17	0.44	0.22
1123	1	0.08	0.01	0.91	0.84
1124	1	1.0	0.17	-0.17	-1.0
1125	1	0.4	0.29	0.31	0.2
1126	1	0.69	0.03	0.28	-0.38
1127	1	0.79	0.33	-0.12	-0.58
1128	1	0.59	0.33	0.08	-0.18
1129	1	0.91	0.63	-0.54	-0.82
1130	1	0.98	0.73	-0.71	-0.96
1131	1	0.39	0.24	0.37	0.22
1132	1	0.65	0.5	-0.15	-0.3
1133	1	0.71	0.42	-0.13	-0.42
1134	1	0.45	0.42	0.13	0.1
1135	1	0.57	0.07	0.36	-0.14
1136	1	0.96	0.28	-0.24	-0.92
1137	1	0.3	0.06	0.64	0.4
1138	1	0.92	0.9	-0.82	-0.84
1139	1	0.51	0.47	0.02	-0.02
1140	1	0.43	0.02	0.55	0.14
1141	1	0.88	0.45	-0.33	-0.76
1142	1	0.87	0.26	-0.13	-0.74
1143	1	0.71	0.47	-0.18	-0.42
1144	1	0.98	0.38	-0.36	-0.96
1145	1	0.58	0.13	0.29	-0.16
1146	1	0.84	0.04	0.12	-0.68
1147	1	0.33	0.04	0.63	0.34
1148	1	0.14	0.08	0.78	0.72
1149	1	0.51	0.37	0.12	-0.02
1150	1	0.92	0.08	0.0	-0.84
1151	1	0.56	0.32	0.12	-0.12
1152	1	1.0	0.31	-0.31	-1.0
1153	1	0.06	0.04	0.9	0.88
1154	1	0.46	0.29	0.25	0.08
1155	1	0.1	0.01	0.89	0.8
1156	1	0.65	0.07	0.28	-0.3
1157	1	0.92	0.19	-0.11	-0.84
1158	1	0.97	0.83	-0.8	-0.94
1159	1	0.74	0.39	-0.13	-0.48
1160	1	0.71	0.37	-0.08	-0.42
1161	1	0.64	0.34	0.02	-0.28
1162	1	0.84	0.47	-0.31	-0.68
1163	1	0.95	0.93	-0.88	-0.9
1164	1	0.68	0.58	-0.26	-0.36
1165	1	0.44	0.12	0.44	0.12
1166	1	0.12	0.0	0.88	0.76
1167	1	0.65	0.44	-0.09	-0.3
1168	1	0.74	0.3	-0.04	-0.48
1169	1	0.76	0.49	-0.25	-0.52
1170	1	0.45	0.1	0.45	0.1
1171	1	0.13	0.06	0.81	0.74
1172	1	0.7	0.4	-0.1	-0.4
1173	1	0.85	0.15	0.0	-0.7
1174	1	0.46	0.43	0.11	0.08
1175	1	0.23	0.19	0.58	0.54
1176	1	0.34	0.23	0.43	0.32
1177	1	0.01	0.0	0.99	0.98
1178	1	0.98	0.78	-0.76	-0.96
1179	1	0.61	0.12	0.27	-0.22
1180	1	0.09	0.03	0.88	0.82
1181	1	0.13	0.06	0.81	0.74
1182	1	0.9	0.28	-0.18	-0.8
1183	1	0.25	0.06	0.69	0.5
1184	1	0.51	0.51	-0.02	-0.02
1185	1	0.81	0.53	-0.34	-0.62
1186	1	0.99	0.39	-0.38	-0.98
1187	1	1.0	0.02	-0.02	-1.0
1188	1	0.24	0.02	0.74	0.52
1189	1	0.12	0.08	0.8	0.76
1190	1	0.4	0.32	0.28	0.2
1191	1	0.28	0.21	0.51	0.44
1192	1	0.28	0.23	0.49	0.44
1193	1	0.59	0.56	-0.15	-0.18
1194	1	0.53	0.36	0.11	-0.06
1195	1	0.68	0.4	-0.08	-0.36
1196	1	0.17	0.14	0.69	0.66
1197	1	0.64	0.06	0.3	-0.28
1198	1	0.96	0.95	-0.91	-0.92
1199	1	0.56	0.08	0.36	-0.12
1200	1	0.35	0.35	0.3	0.3
1201	1	0.8	0.57	-0.37	-0.6
1202	1	0.89	0.32	-0.21	-0.78
1203	1	0.71	0.65	-0.36	-0.42
1204	1	0.53	0.31	0.16	-0.06
1205	1	0.82	0.25	-0.07	-0.64
1206	1	0.07	0.01	0.92	0.86
1207	1	0.1	0.0	0.9	0.8
1208	1	0.93	0.37	-0.3	-0.86
1209	1	0.84	0.82	-0.66	-0.68
1210	1	0.1	0.01	0.89	0.8
1211	1	0.02	0.01	0.97	0.96
1212	1	0.75	0.47	-0.22	-0.5
1213	1	0.56	0.04	0.4	-0.12
1214	1	0.34	0.27	0.39	0.32
1215	1	0.45	0.39	0.16	0.1
1216	1	0.23	0.07	0.7	0.54
1217	1	0.48	0.11	0.41	0.04
1218	1	0.26	0.12	0.62	0.48
1219	1	0.08	0.03	0.89	0.84
1220	1	0.03	0.0	0.97	0.94
1221	1	0.38	0.29	0.33	0.24
1222	1	0.03	0.02	0.95	0.94
1223	1	0.37	0.32	0.31	0.26
1224	1	0.59	0.3	0.11	-0.18
1225	1	0.19	0.15	0.66	0.62
1226	1	0.48	0.06	0.46	0.04
1227	1	0.28	0.07	0.65	0.44
1228	1	0.3	0.18	0.52	0.4
1229	1	0.74	0.18	0.08	-0.48
1230	1	0.54	0.45	0.01	-0.08
1231	1	0.79	0.4	-0.19	-0.58
1232	1	0.78	0.73	-0.51	-0.56
1233	1	0.73	0.49	-0.22	-0.46
1234	1	0.72	0.28	0.0	-0.44
1235	1	0.27	0.09	0.64	0.46
1236	1	0.25	0.0	0.75	0.5
1237	1	0.53	0.34	0.13	-0.06
1238	1	0.1	0.02	0.88	0.8
1239	1	0.55	0.38	0.07	-0.1
1240	1	0.27	0.23	0.5	0.46
1241	1	0.29	0.16	0.55	0.42
1242	1	0.21	0.16	0.63	0.58
1243	1	0.55	0.43	0.02	-0.1
1244	1	0.59	0.06	0.35	-0.18
1245	1	0.19	0.12	0.69	0.62
1246	1	0.28	0.08	0.64	0.44
1247	1	0.49	0.45	0.06	0.02
1248	1	0.28	0.19	0.53	0.44
1249	1	0.27	0.02	0.71	0.46
1250	1	0.37	0.26	0.37	0.26
1251	1	0.2	0.19	0.61	0.6
1252	1	0.2	0.18	0.62	0.6
1253	1	0.39	0.21	0.4	0.22
1254	1	0.12	0.07	0.81	0.76
1255	1	0.86	0.66	-0.52	-0.72
1256	1	0.21	0.19	0.6	0.58
1257	1	0.73	0.39	-0.12	-0.46
1258	1	0.92	0.38	-0.3	-0.84
1259	1	0.44	0.21	0.35	0.12
1260	1	0.39	0.06	0.55	0.22
1261	1	0.98	0.34	-0.32	-0.96
1262	1	0.51	0.35	0.14	-0.02
1263	1	0.34	0.22	0.44	0.32
1264	1	0.55	0.45	0.0	-0.1
1265	1	0.59	0.11	0.3	-0.18
1266	1	0.41	0.08	0.51	0.18
1267	1	0.12	0.03	0.85	0.76
1268	1	0.25	0.09	0.66	0.5
1269	1	0.92	0.21	-0.13	-0.84
1270	1	0.85	0.31	-0.16	-0.7
1271	1	0.31	0.02	0.67	0.38
1272	1	0.23	0.18	0.59	0.54
1273	1	0.86	0.06	0.08	-0.72
1274	1	0.09	0.04	0.87	0.82
1275	1	0.28	0.17	0.55	0.44
1276	1	0.0	0.0	1.0	1.0
1277	1	0.48	0.47	0.05	0.04
1278	1	0.6	0.34	0.06	-0.2
1279	1	0.95	0.21	-0.16	-0.9
1280	1	0.18	0.15	0.67	0.64
1281	1	0.1	0.05	0.85	0.8
1282	1	0.47	0.3	0.23	0.06
1283	1	0.65	0.6	-0.25	-0.3
1284	1	0.11	0.02	0.87	0.78
1285	1	0.91	0.64	-0.55	-0.82
1286	1	0.22	0.19	0.59	0.56
1287	1	0.99	0.3	-0.29	-0.98
1288	1	0.43	0.31	0.26	0.14
1289	1	0.28	0.26	0.46	0.44
1290	1	0.84	0.0	0.16	-0.68
1291	1	0.23	0.18	0.59	0.54
1292	1	0.76	0.33	-0.09	-0.52
1293	1	0.61	0.43	-0.04	-0.22
1294	1	0.29	0.0	0.71	0.42
1295	1	0.19	0.08	0.73	0.62
1296	1	0.41	0.15	0.44	0.18
1297	1	0.5	0.02	0.48	0.0
1298	1	0.34	0.25	0.41	0.32
1299	1	0.67	0.16	0.17	-0.34
1300	1	0.71	0.33	-0.04	-0.42
1301	1	0.35	0.0	0.65	0.3
1302	1	0.36	0.3	0.34	0.28
1303	1	0.67	0.6	-0.27	-0.34
1304	1	0.97	0.85	-0.82	-0.94
1305	1	0.22	0.02	0.76	0.56
1306	1	0.52	0.24	0.24	-0.04
1307	1	0.97	0.34	-0.31	-0.94
1308	1	0.79	0.58	-0.37	-0.58
1309	1	0.55	0.16	0.29	-0.1
1310	1	0.24	0.1	0.66	0.52
1311	1	0.93	0.89	-0.82	-0.86
1312	1	0.47	0.39	0.14	0.06
1313	1	0.04	0.0	0.96	0.92
1314	1	0.72	0.32	-0.04	-0.44
1315	1	0.26	0.0	0.74	0.48
1316	1	0.69	0.63	-0.32	-0.38
1317	1	0.97	0.24	-0.21	-0.94
1318	1	0.75	0.66	-0.41	-0.5
1319	1	0.32	0.32	0.36	0.36
1320	1	0.26	0.07	0.67	0.48
1321	1	0.41	0.08	0.51	0.18
1322	1	0.55	0.08	0.37	-0.1
1323	1	0.79	0.68	-0.47	-0.58
1324	1	0.11	0.03	0.86	0.78
1325	1	0.58	0.05	0.37	-0.16
1326	1	0.03	0.0	0.97	0.94
